age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,inertie_poste,revenu_par_niveau,satisfaction_globale,satisfaction_min,satisfaction_max,performance,hs_et_salaire_bas,jeune_faible_anciennete,serial-worker,poste_x_niveau,formations_par_an,part_sans_promotion
34,F,4809,Célibataire,Consulting,Assistant de Direction,1,16,16,13,0,3,6,4,Autre,Occasionnel,2,10,1,3,2,3,3,3,3,Non,14.000000000000002,591,0.812,2404.49,2.5,1,3,0,0,0,0,Assistant de Direction | N2,0.176,0.125
37,M,5163,Divorcé(e),Consulting,Manager,5,17,1,0,1,2,2,2,Infra & Cloud,Aucun,0,0,3,2,2,4,4,4,3,Non,14.000000000000002,634,0.0,2581.49,3.75,3,4,1,0,0,1,Manager | N2,1.0,0.0
59,F,18844,Marié(e),Ressources Humaines,Senior Manager,9,30,3,2,1,3,2,4,Ressources Humaines,Aucun,2,2,3,2,5,4,4,3,4,Non,21.0,3270,0.667,3768.79,3.5,3,4,2,0,0,1,Senior Manager | N5,0.75,0.667
50,F,18172,Marié(e),Consulting,Directeur Technique,3,28,8,3,0,1,1,3,Infra & Cloud,Frequent,0,7,1,3,5,2,1,2,3,Oui,19.0,2901,0.375,3634.39,1.5,1,2,0,0,0,0,Directeur Technique | N5,0.111,0.0
25,M,5744,Célibataire,Commercial,Cadre Commercial,1,6,6,4,0,1,5,3,Marketing,Occasionnel,0,3,3,2,2,3,4,3,3,Oui,11.0,569,0.667,2871.99,3.25,3,4,1,0,0,0,Cadre Commercial | N2,0.143,0.0
25,M,2889,Marié(e),Consulting,Assistant de Direction,1,2,2,2,2,2,7,1,Transformation Digitale,Occasionnel,2,1,4,2,1,4,3,3,3,Non,11.0,286,1.0,2888.97,3.5,3,4,1,0,1,0,Assistant de Direction | N1,0.667,1.0
22,F,2871,Célibataire,Consulting,Consultant,1,1,0,0,0,5,15,3,Transformation Digitale,Occasionnel,0,0,2,3,1,4,3,3,3,Non,15.0,374,0.0,2870.97,3.0,2,4,0,0,1,0,Consultant | N1,5.0,0.0
51,F,7484,Célibataire,Consulting,Manager,3,23,13,12,0,1,1,4,Transformation Digitale,Frequent,12,8,1,2,3,1,3,2,4,Non,20.0,1247,0.923,2494.66,1.75,1,3,2,0,0,0,Manager | N3,0.071,0.923
34,M,6074,Célibataire,Consulting,Consultant,1,9,9,7,0,3,7,3,Infra & Cloud,Frequent,0,6,1,1,2,3,4,3,4,Oui,24.0,1176,0.778,3036.98,2.75,1,4,3,0,0,0,Consultant | N2,0.3,0.0
54,F,17328,Célibataire,Ressources Humaines,Senior Manager,2,23,5,3,0,3,26,3,Ressources Humaines,Aucun,4,4,4,4,4,4,3,3,3,Oui,12.0,1857,0.6,4331.99,3.5,3,4,-1,0,0,0,Senior Manager | N4,0.5,0.8
24,M,2774,Marié(e),Consulting,Consultant,0,6,5,3,1,2,18,1,Infra & Cloud,Occasionnel,1,2,2,3,1,3,3,3,3,Non,12.0,297,0.6,2773.97,2.75,2,3,0,0,0,0,Consultant | N1,0.333,0.2
34,F,4505,Divorcé(e),Consulting,Assistant de Direction,6,12,1,0,1,3,6,4,Infra & Cloud,Occasionnel,0,0,3,2,2,2,3,3,3,Non,15.0,588,0.0,2252.49,2.75,2,3,1,0,0,1,Assistant de Direction | N2,1.5,0.0
37,M,7428,Célibataire,Commercial,Cadre Commercial,2,12,5,3,0,3,3,3,Infra & Cloud,Occasionnel,1,3,3,3,3,4,1,3,3,Non,12.0,796,0.6,2475.99,2.75,1,4,0,0,0,0,Cadre Commercial | N3,0.5,0.2
34,F,11631,Célibataire,Consulting,Senior Manager,2,14,11,10,0,6,5,3,Transformation Digitale,Occasionnel,5,8,3,2,3,1,4,3,3,Non,12.0,1246,0.909,3876.99,2.75,1,4,1,0,0,0,Senior Manager | N3,0.5,0.455
36,F,9738,Marié(e),Commercial,Cadre Commercial,0,10,9,7,1,6,11,2,Entrepreunariat,Frequent,2,8,2,3,3,4,3,3,3,Non,14.000000000000002,1196,0.778,3245.99,3.0,2,4,0,0,0,0,Cadre Commercial | N3,0.6,0.222
36,F,2835,Divorcé(e),Consulting,Consultant,5,7,1,0,1,2,3,2,Infra & Cloud,Occasionnel,0,0,1,3,1,4,1,3,4,Non,22.0,511,0.0,2834.97,2.25,1,4,1,0,0,1,Consultant | N1,1.0,0.0
43,M,16959,Marié(e),Commercial,Senior Manager,1,25,25,12,2,3,26,2,Infra & Cloud,Frequent,4,12,3,3,4,4,4,4,3,Oui,12.0,1817,0.48,4239.74,3.75,3,4,0,0,0,0,Senior Manager | N4,0.115,0.16
30,M,2613,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,3,2,23,3,Infra & Cloud,Frequent,0,9,1,1,1,3,3,2,4,Non,25.0,523,0.7,2612.97,2.25,1,3,3,0,0,0,Assistant de Direction | N1,0.182,0.0
33,M,6146,Marié(e),Commercial,Cadre Commercial,0,8,7,7,1,2,22,2,Marketing,Aucun,0,7,3,3,2,2,1,4,3,Non,13.0,707,1.0,3072.98,2.5,1,4,0,0,0,0,Cadre Commercial | N2,0.25,0.0
56,F,4963,Marié(e),Consulting,Assistant de Direction,9,7,5,4,3,2,14,4,Infra & Cloud,Occasionnel,4,3,2,3,1,2,1,3,3,Oui,18.0,757,0.8,4962.95,2.0,1,3,0,0,0,1,Assistant de Direction | N1,0.333,0.8
51,M,19537,Célibataire,Consulting,Directeur Technique,7,23,20,18,0,5,6,3,Infra & Cloud,Occasionnel,15,15,1,3,5,3,3,3,3,Non,13.0,2248,0.9,3907.39,2.5,1,3,0,0,0,1,Directeur Technique | N5,0.238,0.75
31,M,6172,Marié(e),Commercial,Cadre Commercial,4,12,7,7,0,3,6,4,Infra & Cloud,Occasionnel,7,7,2,1,2,3,2,2,3,Oui,18.0,941,1.0,3085.98,2.25,2,3,2,0,0,0,Cadre Commercial | N2,0.375,1.0
26,F,2368,Marié(e),Consulting,Assistant de Direction,1,5,5,4,0,3,6,3,Autre,Occasionnel,4,3,3,2,1,2,3,2,3,Non,19.0,378,0.8,2367.98,2.5,2,3,1,0,0,0,Assistant de Direction | N1,0.5,0.8
58,F,10312,Marié(e),Consulting,Manager,1,40,40,10,1,3,23,4,Transformation Digitale,Occasionnel,15,6,4,3,3,4,4,2,3,Non,12.0,1105,0.25,3437.32,3.5,2,4,0,0,0,0,Manager | N3,0.073,0.375
19,M,1675,Célibataire,Commercial,Représentant Commercial,1,0,0,0,0,2,22,1,Marketing,Occasionnel,0,0,4,3,1,3,4,2,3,Oui,19.0,267,0.0,1674.98,3.25,2,4,0,1,1,0,Représentant Commercial | N1,2.0,0.0
22,M,2523,Marié(e),Consulting,Consultant,0,3,2,1,1,2,2,1,Entrepreunariat,Occasionnel,2,1,3,3,1,4,3,3,3,Non,14.000000000000002,310,0.5,2522.97,3.25,3,4,0,0,1,0,Consultant | N1,0.667,1.0
49,F,6567,Marié(e),Consulting,Tech Lead,1,16,15,11,0,2,20,4,Transformation Digitale,Occasionnel,5,11,3,3,2,1,3,2,3,Non,14.000000000000002,806,0.733,3283.48,2.25,1,3,0,0,0,0,Tech Lead | N2,0.125,0.333
43,F,4739,Célibataire,Consulting,Assistant de Direction,4,18,3,2,0,2,28,3,Transformation Digitale,Frequent,1,2,2,4,1,3,4,3,3,Non,12.0,508,0.667,4738.95,3.0,2,4,-1,0,0,0,Assistant de Direction | N1,0.5,0.333
50,F,9208,Célibataire,Commercial,Cadre Commercial,4,16,2,2,0,3,12,3,Marketing,Frequent,2,1,3,3,3,4,4,3,3,Non,11.0,913,1.0,3069.32,3.5,3,4,0,0,0,0,Cadre Commercial | N3,1.0,1.0
31,F,4559,Marié(e),Commercial,Cadre Commercial,3,4,2,2,1,2,20,3,Infra & Cloud,Occasionnel,2,2,2,1,2,3,3,3,3,Oui,11.0,452,1.0,2279.49,2.75,2,3,2,1,0,0,Cadre Commercial | N2,0.667,1.0
41,M,8189,Divorcé(e),Commercial,Cadre Commercial,3,12,9,7,1,2,9,1,Infra & Cloud,Occasionnel,0,7,3,3,3,3,3,3,3,Oui,13.0,942,0.778,2729.66,3.0,3,3,0,0,0,0,Cadre Commercial | N3,0.2,0.0
26,F,2942,Marié(e),Ressources Humaines,Ressources Humaines,1,8,8,7,1,3,25,1,Infra & Cloud,Occasionnel,5,7,3,3,1,3,4,3,4,Non,23.0,550,0.875,2941.97,3.25,3,4,1,0,0,0,Ressources Humaines | N1,0.333,0.625
36,M,4941,Divorcé(e),Consulting,Tech Lead,6,7,3,2,2,0,6,2,Transformation Digitale,Occasionnel,0,1,2,3,2,2,4,3,4,Non,20.0,824,0.667,2470.49,2.75,2,4,1,0,0,1,Tech Lead | N2,0.0,0.0
51,M,10650,Célibataire,Consulting,Tech Lead,2,18,4,2,0,2,8,4,Infra & Cloud,Frequent,0,3,1,1,3,4,4,3,3,Non,15.0,1389,0.5,3549.99,3.0,1,4,2,0,0,0,Tech Lead | N3,0.4,0.0
39,F,5902,Marié(e),Commercial,Cadre Commercial,4,17,15,11,1,1,4,4,Infra & Cloud,Occasionnel,5,9,4,2,2,3,3,4,3,Non,14.000000000000002,725,0.733,2950.99,3.5,3,4,1,0,0,0,Cadre Commercial | N2,0.062,0.333
25,M,8639,Marié(e),Commercial,Cadre Commercial,2,6,2,2,0,3,28,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,3,Non,18.0,1318,1.0,4319.48,2.75,1,4,1,0,1,0,Cadre Commercial | N2,1.0,1.0
30,M,6347,Marié(e),Ressources Humaines,Ressources Humaines,0,12,11,9,0,2,9,3,Ressources Humaines,Occasionnel,4,7,3,3,2,4,4,1,3,Oui,19.0,1013,0.818,3173.48,3.0,1,4,0,0,0,0,Ressources Humaines | N2,0.167,0.364
32,F,4200,Célibataire,Consulting,Consultant,7,10,5,4,0,2,9,3,Transformation Digitale,Occasionnel,0,4,1,3,1,1,1,4,4,Non,22.0,757,0.8,4199.96,1.75,1,4,1,0,0,1,Consultant | N1,0.333,0.0
45,M,3452,Célibataire,Consulting,Assistant de Direction,5,9,6,5,0,2,29,3,Transformation Digitale,Occasionnel,0,3,3,3,1,4,2,2,3,Non,13.0,397,0.833,3451.97,2.75,2,4,0,0,0,1,Assistant de Direction | N1,0.286,0.0
38,F,4317,Célibataire,Consulting,Assistant de Direction,3,19,3,2,0,2,3,5,Entrepreunariat,Occasionnel,2,2,4,3,2,3,2,3,4,Oui,20.0,720,0.667,2158.49,3.0,2,4,1,1,0,0,Assistant de Direction | N2,0.5,0.667
30,F,2632,Célibataire,Consulting,Assistant de Direction,1,5,5,4,0,4,18,3,Infra & Cloud,Occasionnel,0,4,1,3,1,3,3,2,3,Non,14.000000000000002,323,0.8,2631.97,2.25,1,3,0,0,0,0,Assistant de Direction | N1,0.667,0.0
32,M,4668,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,9,2,Transformation Digitale,Frequent,0,7,4,1,2,4,4,4,3,Non,17.0,678,0.875,2333.99,4.0,4,4,2,0,0,0,Cadre Commercial | N2,0.222,0.0
30,F,3204,Divorcé(e),Consulting,Assistant de Direction,5,8,3,2,1,3,5,3,Entrepreunariat,Occasionnel,2,2,4,3,1,1,4,3,3,Non,14.000000000000002,393,0.667,3203.97,3.0,1,4,0,0,0,1,Assistant de Direction | N1,0.75,0.667
30,M,2720,Célibataire,Consulting,Consultant,0,6,5,3,0,3,2,1,Transformation Digitale,Occasionnel,1,2,2,2,1,4,4,3,3,Non,13.0,313,0.6,2719.97,3.25,2,4,1,0,0,0,Consultant | N1,0.5,0.2
41,M,17181,Divorcé(e),Consulting,Senior Manager,4,21,7,6,1,2,10,3,Infra & Cloud,Frequent,7,7,4,2,4,1,2,2,3,Non,13.0,1977,0.857,4295.24,2.25,1,4,1,0,0,0,Senior Manager | N4,0.25,1.0
41,M,2238,Marié(e),Consulting,Consultant,2,7,5,0,1,2,9,4,Infra & Cloud,Occasionnel,1,4,3,3,1,1,4,3,4,Non,21.0,388,0.0,2237.98,2.75,1,4,1,0,0,0,Consultant | N1,0.333,0.2
19,F,1483,Célibataire,Consulting,Consultant,1,1,1,0,0,3,3,1,Transformation Digitale,Occasionnel,0,0,2,3,1,2,4,3,3,Non,14.000000000000002,182,0.0,1482.99,2.75,2,4,0,0,1,0,Consultant | N1,1.5,0.0
40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,20,20,7,1,2,26,3,Transformation Digitale,Frequent,2,13,2,3,2,2,1,3,3,Non,11.0,555,0.35,2802.49,2.0,1,3,0,0,0,0,Assistant de Direction | N2,0.095,0.1
35,M,7295,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,3,1,5,Marketing,Occasionnel,0,6,3,3,3,2,1,3,3,Non,13.0,839,0.8,2431.66,2.25,1,3,0,0,0,0,Cadre Commercial | N3,0.273,0.0
53,M,2306,Marié(e),Commercial,Représentant Commercial,2,13,7,7,1,3,6,2,Marketing,Occasionnel,4,5,2,3,2,3,4,1,4,Oui,20.0,384,1.0,1152.99,2.5,1,4,1,1,0,0,Représentant Commercial | N2,0.375,0.571
45,M,2348,Divorcé(e),Consulting,Consultant,8,20,17,9,1,2,9,3,Infra & Cloud,Occasionnel,0,15,2,3,2,2,3,1,3,Non,18.0,358,0.529,1173.99,2.0,1,3,0,0,0,1,Consultant | N2,0.111,0.0
32,F,8998,Célibataire,Commercial,Cadre Commercial,1,9,9,8,0,2,8,3,Marketing,Frequent,3,7,2,3,3,4,4,3,3,Non,14.000000000000002,1105,0.889,2999.32,3.25,2,4,0,0,0,0,Cadre Commercial | N3,0.2,0.333
29,M,4319,Marié(e),Consulting,Tech Lead,1,10,10,7,1,1,1,1,Entrepreunariat,Aucun,0,9,4,3,2,3,1,3,3,Non,13.0,497,0.7,2159.49,2.75,1,4,0,0,0,0,Tech Lead | N2,0.091,0.0
51,M,6132,Marié(e),Consulting,Tech Lead,2,10,1,0,0,2,7,4,Transformation Digitale,Occasionnel,0,0,2,2,2,3,3,3,3,Non,17.0,891,0.0,3065.98,2.75,2,3,1,0,0,0,Tech Lead | N2,1.0,0.0
58,F,3346,Marié(e),Consulting,Assistant de Direction,4,9,1,0,1,3,9,3,Transformation Digitale,Occasionnel,0,0,2,2,1,2,2,2,4,Oui,20.0,558,0.0,3345.97,2.0,2,2,2,1,0,0,Assistant de Direction | N1,1.5,0.0
40,M,10855,Marié(e),Commercial,Cadre Commercial,7,15,12,11,1,2,4,4,Marketing,Occasionnel,2,11,3,2,3,4,1,2,3,Non,11.0,1076,0.917,3618.32,2.5,1,4,1,0,0,1,Cadre Commercial | N3,0.154,0.167
34,F,2231,Marié(e),Commercial,Représentant Commercial,6,6,4,3,1,3,2,4,Marketing,Frequent,1,2,3,3,1,3,4,3,3,Non,18.0,340,0.75,2230.98,3.25,3,4,0,0,0,1,Représentant Commercial | N1,0.6,0.25
22,M,2323,Marié(e),Consulting,Assistant de Direction,1,2,2,2,2,6,19,1,Transformation Digitale,Occasionnel,2,2,3,3,1,4,1,3,4,Non,24.0,450,1.0,2322.98,2.75,1,4,1,0,1,0,Assistant de Direction | N1,2.0,1.0
27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,6,2,2,1,1,9,3,Transformation Digitale,Aucun,2,2,4,3,1,2,4,1,3,Non,18.0,309,1.0,2023.98,2.75,1,4,0,0,1,1,Assistant de Direction | N1,0.333,1.0
28,M,2713,Marié(e),Consulting,Assistant de Direction,1,5,5,2,1,2,21,3,Transformation Digitale,Occasionnel,0,2,3,3,1,4,3,1,3,Non,11.0,269,0.4,2712.97,2.75,1,4,0,0,0,0,Assistant de Direction | N1,0.333,0.0
57,M,9439,Divorcé(e),Consulting,Manager,3,12,5,3,1,2,24,2,Infra & Cloud,Occasionnel,1,4,3,4,3,4,2,1,3,Oui,16.0,1302,0.6,3146.32,2.5,1,4,-1,0,0,0,Manager | N3,0.333,0.2
27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,1,1,1,1,2,3,3,Transformation Digitale,Aucun,0,1,3,2,1,3,4,2,3,Oui,15.0,335,1.0,2565.97,3.0,2,4,1,1,1,0,Assistant de Direction | N1,1.0,0.0
50,F,19926,Célibataire,Consulting,Senior Manager,3,21,5,4,0,5,11,3,Infra & Cloud,Occasionnel,4,4,3,3,5,2,2,3,3,Non,15.0,2599,0.8,3985.19,2.5,2,3,0,0,0,0,Senior Manager | N5,0.833,0.8
41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,13,9,8,1,2,14,3,Infra & Cloud,Occasionnel,1,8,1,3,1,3,1,3,3,Non,12.0,263,0.889,2450.98,2.0,1,3,0,0,0,0,Assistant de Direction | N1,0.2,0.111
30,F,9419,Marié(e),Commercial,Cadre Commercial,2,12,10,9,1,2,5,3,Infra & Cloud,Occasionnel,7,4,2,3,3,4,3,3,3,Non,12.0,1009,0.9,3139.66,3.0,2,4,0,0,0,0,Cadre Commercial | N3,0.182,0.7
38,F,8686,Célibataire,Commercial,Cadre Commercial,4,12,8,3,0,2,1,4,Infra & Cloud,Occasionnel,0,7,1,2,2,4,3,4,4,Non,22.0,1566,0.375,4342.98,3.0,1,4,2,0,0,0,Cadre Commercial | N2,0.222,0.0
32,M,3038,Célibataire,Consulting,Assistant de Direction,3,8,5,4,0,2,6,5,Infra & Cloud,Occasionnel,1,4,3,3,1,3,1,3,4,Non,20.0,506,0.8,3037.97,2.5,1,3,1,0,0,0,Assistant de Direction | N1,0.333,0.2
27,M,3058,Marié(e),Consulting,Assistant de Direction,0,6,5,2,1,3,17,3,Entrepreunariat,Occasionnel,1,1,3,3,1,2,4,2,3,Oui,16.0,422,0.4,3057.97,2.75,2,4,0,1,0,0,Assistant de Direction | N1,0.5,0.2
19,F,2325,Célibataire,Commercial,Représentant Commercial,0,1,0,0,0,5,1,1,Entrepreunariat,Frequent,0,0,3,1,1,1,1,4,4,Non,21.0,404,0.0,2324.98,2.25,1,4,3,0,1,0,Représentant Commercial | N1,5.0,0.0
36,M,2088,Célibataire,Consulting,Consultant,4,13,8,7,0,3,3,2,Transformation Digitale,Frequent,7,2,4,3,1,2,3,2,3,Non,12.0,224,0.875,2087.98,2.75,2,4,0,0,0,0,Consultant | N1,0.333,0.875
30,M,3072,Divorcé(e),Consulting,Consultant,1,12,12,9,2,4,9,3,Transformation Digitale,Aucun,6,10,3,3,2,1,3,3,3,Non,11.0,304,0.75,1535.99,2.5,1,3,0,0,0,0,Consultant | N2,0.308,0.5
45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,9,5,4,1,3,4,2,Infra & Cloud,Occasionnel,0,3,3,3,2,1,1,4,3,Oui,11.0,496,0.8,2502.99,2.25,1,4,0,0,0,0,Cadre Commercial | N2,0.5,0.0
56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,19,2,2,1,3,8,3,Infra & Cloud,Occasionnel,2,2,3,3,1,1,3,3,3,Oui,18.0,649,1.0,4256.96,2.5,1,3,0,1,0,0,Assistant de Direction | N1,1.0,1.0
33,M,2500,Célibataire,Consulting,Assistant de Direction,0,4,3,1,0,2,2,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,1,4,3,Non,14.000000000000002,307,0.333,2499.98,3.0,1,4,0,0,0,0,Assistant de Direction | N1,0.5,0.0
19,M,1102,Célibataire,Consulting,Consultant,1,1,1,0,0,3,2,3,Infra & Cloud,Occasionnel,1,0,2,2,1,4,3,2,4,Non,22.0,199,0.0,1101.99,2.75,2,4,2,0,1,0,Consultant | N1,1.5,1.0
46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,24,24,13,3,2,1,2,Marketing,Occasionnel,15,7,2,3,3,1,3,3,4,Non,25.0,2091,0.542,3484.32,2.25,1,3,1,0,0,0,Cadre Commercial | N3,0.08,0.625
38,F,2288,Célibataire,Consulting,Consultant,1,2,2,2,0,3,9,2,Infra & Cloud,Occasionnel,2,1,3,3,1,4,3,3,3,Non,12.0,245,1.0,2287.98,3.25,3,4,0,0,0,0,Consultant | N1,1.0,1.0
31,F,3929,Marié(e),Consulting,Assistant de Direction,8,7,4,2,1,0,12,1,Transformation Digitale,Occasionnel,0,2,3,3,1,4,3,3,4,Oui,23.0,735,0.5,3928.96,3.25,3,4,1,1,0,1,Assistant de Direction | N1,0.0,0.0
34,F,2311,Célibataire,Consulting,Assistant de Direction,2,9,3,2,0,3,27,2,Transformation Digitale,Occasionnel,1,2,4,3,1,2,4,3,3,Non,15.0,301,0.667,2310.98,3.25,2,4,0,0,0,0,Assistant de Direction | N1,0.75,0.333
41,F,3140,Célibataire,Commercial,Représentant Commercial,1,4,4,3,0,5,20,2,Marketing,Occasionnel,0,2,2,3,1,2,4,2,4,Oui,22.0,566,0.75,3139.97,2.5,2,4,1,1,0,0,Représentant Commercial | N1,1.0,0.0
50,M,3690,Marié(e),Consulting,Consultant,2,5,3,2,1,2,1,3,Transformation Digitale,Occasionnel,0,2,3,2,1,3,4,2,3,Non,15.0,481,0.667,3689.96,3.0,2,4,1,0,0,0,Consultant | N1,0.5,0.0
53,F,4450,Divorcé(e),Consulting,Tech Lead,1,5,4,2,2,3,13,2,Transformation Digitale,Occasionnel,1,3,4,4,2,1,3,3,3,Non,11.0,441,0.5,2224.99,2.75,1,4,-1,0,0,0,Tech Lead | N2,0.6,0.25
33,F,2756,Marié(e),Consulting,Assistant de Direction,1,8,8,7,1,5,14,3,Transformation Digitale,Occasionnel,1,6,4,3,1,2,4,3,3,Non,13.0,317,0.875,2755.97,3.25,2,4,0,0,0,0,Assistant de Direction | N1,0.556,0.125
40,F,19033,Marié(e),Consulting,Senior Manager,1,21,20,8,1,2,4,1,Transformation Digitale,Occasionnel,9,9,4,3,5,3,2,3,3,Non,14.000000000000002,2337,0.4,3806.59,3.0,2,4,0,0,0,0,Senior Manager | N5,0.095,0.45
55,M,18722,Célibataire,Consulting,Directeur Technique,8,36,24,15,0,3,14,4,Transformation Digitale,Occasionnel,2,15,3,4,5,2,4,3,3,Non,11.0,1855,0.625,3744.39,3.0,2,4,-1,0,0,1,Directeur Technique | N5,0.12,0.083
34,M,9547,Marié(e),Consulting,Tech Lead,1,10,10,9,0,2,2,1,Infra & Cloud,Frequent,1,9,4,2,2,3,3,2,3,Non,17.0,1387,0.9,4773.48,3.0,2,4,1,0,0,0,Tech Lead | N2,0.182,0.1
51,F,13734,Célibataire,Consulting,Manager,3,21,7,7,0,6,3,3,Transformation Digitale,Occasionnel,1,0,4,3,4,2,3,3,3,Non,18.0,2095,1.0,3433.49,3.0,2,4,0,0,0,0,Manager | N4,0.75,0.143
52,M,19999,Marié(e),Consulting,Senior Manager,0,34,33,18,1,5,1,4,Infra & Cloud,Occasionnel,11,9,3,2,5,3,1,3,3,Non,14.000000000000002,2456,0.545,3999.79,2.5,1,3,1,0,0,0,Senior Manager | N5,0.147,0.333
27,F,2279,Célibataire,Consulting,Assistant de Direction,1,7,7,7,0,2,9,3,Transformation Digitale,Occasionnel,0,3,4,3,1,2,4,2,3,Non,16.0,314,1.0,2278.98,3.0,2,4,0,0,0,0,Assistant de Direction | N1,0.25,0.0
35,M,5916,Marié(e),Consulting,Tech Lead,3,8,1,0,0,1,23,2,Infra & Cloud,Occasionnel,0,1,2,2,2,3,1,3,3,Oui,13.0,681,0.0,2957.99,2.25,1,3,1,0,0,0,Tech Lead | N2,0.5,0.0
43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,7,5,4,3,3,7,3,Transformation Digitale,Aucun,2,2,4,4,1,4,4,4,3,Non,14.000000000000002,257,0.8,2088.98,4.0,4,4,-1,0,0,0,Assistant de Direction | N1,0.5,0.4
45,M,16792,Marié(e),Consulting,Senior Manager,9,22,20,8,1,1,2,2,Transformation Digitale,Aucun,11,8,1,2,4,4,4,3,4,Non,23.0,3140,0.4,4197.99,3.0,1,4,2,0,0,1,Senior Manager | N4,0.048,0.55
37,M,3564,Marié(e),Consulting,Assistant de Direction,1,8,8,7,1,3,21,3,Infra & Cloud,Occasionnel,1,7,2,4,1,1,1,2,3,Oui,12.0,382,0.875,3563.96,1.5,1,2,-1,1,0,0,Assistant de Direction | N1,0.333,0.125
35,F,4425,Célibataire,Consulting,Consultant,5,10,6,2,0,5,2,3,Transformation Digitale,Frequent,1,2,2,3,2,2,4,3,3,Non,11.0,439,0.333,2212.49,2.75,2,4,0,0,0,1,Consultant | N2,0.714,0.167
42,F,5265,Divorcé(e),Consulting,Tech Lead,2,11,5,3,1,5,21,2,Transformation Digitale,Aucun,0,2,3,3,2,3,2,3,3,Non,16.0,726,0.6,2632.49,2.75,2,3,0,0,0,0,Tech Lead | N2,0.833,0.0
38,M,6553,Marié(e),Consulting,Tech Lead,9,14,1,0,0,3,2,4,Infra & Cloud,Occasionnel,0,0,4,3,2,3,2,3,3,Non,14.000000000000002,805,0.0,3276.48,3.0,2,4,0,0,0,1,Tech Lead | N2,1.5,0.0
38,M,6261,Marié(e),Consulting,Tech Lead,3,9,7,7,1,3,29,3,Entrepreunariat,Occasionnel,1,7,4,3,2,4,1,1,3,Non,18.0,955,1.0,3130.48,2.5,1,4,0,0,0,0,Tech Lead | N2,0.375,0.143
27,M,4298,Marié(e),Consulting,Tech Lead,5,6,2,2,1,1,1,1,Entrepreunariat,Frequent,2,0,3,2,2,1,3,3,3,Non,19.0,686,1.0,2148.99,2.5,1,3,1,0,1,1,Tech Lead | N2,0.333,1.0
49,M,6804,Divorcé(e),Consulting,Tech Lead,1,7,7,7,2,0,18,4,Infra & Cloud,Aucun,1,7,4,3,2,4,1,3,3,Oui,15.0,887,1.0,3401.98,3.0,1,4,0,0,0,0,Tech Lead | N2,0.0,0.143
34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,4,10,4,Transformation Digitale,Frequent,2,0,4,3,1,3,4,4,3,Oui,17.0,554,0.6,3814.96,3.75,3,4,0,1,0,0,Assistant de Direction | N1,0.667,0.4
40,M,2741,Marié(e),Consulting,Consultant,8,15,7,2,1,2,19,2,Transformation Digitale,Occasionnel,3,7,3,3,2,4,3,4,3,Oui,15.0,358,0.286,1370.49,3.5,3,4,0,1,0,1,Consultant | N2,0.25,0.429
38,M,6673,Marié(e),Consulting,Manager,7,17,1,0,0,2,29,1,Transformation Digitale,Occasionnel,0,0,2,3,2,1,2,3,3,Oui,19.0,1065,0.0,3336.48,2.0,1,3,0,0,0,1,Manager | N2,1.0,0.0
29,F,7639,Marié(e),Commercial,Cadre Commercial,1,10,10,4,3,3,27,3,Marketing,Occasionnel,1,9,2,3,3,4,4,2,4,Non,22.0,1378,0.4,2546.32,3.0,2,4,1,0,0,0,Cadre Commercial | N3,0.273,0.1
22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,1,2,5,3,Infra & Cloud,Occasionnel,2,2,4,4,1,2,1,2,3,Oui,16.0,321,0.5,2327.98,2.25,1,4,-1,1,0,0,Assistant de Direction | N1,0.4,0.5
36,F,2153,Célibataire,Consulting,Consultant,1,8,8,1,0,2,18,1,Transformation Digitale,Frequent,1,7,2,3,1,4,1,3,3,Non,13.0,248,0.125,2152.98,2.5,1,4,0,0,0,0,Consultant | N1,0.222,0.125
